# CU-Multi Reference Solution: LIO-SAM2 + RTK GPS
#
# timestamp, x, y, z, qx, qy, qz, qw
1722549860.378617088,477459.05348723655,4428048.1619687,1626.6855891877044,0.0010863438241557105,-3.2579935924142516e-05,0.9793721465346846,-0.20206191473824955
1722549860.428588032,477459.05348686554,4428048.161968453,1626.6855871268597,0.0010862130276935273,-3.261187436781137e-05,0.9793721337350653,-0.20206197747460927
1722549860.478569472,477459.0534867347,4428048.161968937,1626.6855846317894,0.0010824882221210064,-3.8864742012657175e-05,0.9793721305594056,-0.2020620117496392
1722549860.528555520,477459.05348636355,4428048.16196869,1626.6855825709451,0.001082357425209353,-3.889668038731673e-05,0.979372117754775,-0.20206207450677002
1722549860.578547968,477459.05348599236,4428048.1619684445,1626.685580510101,0.0010822266282938292,-3.8928618746287886e-05,0.9793721049501226,-0.20206213726389627
1722549860.628545280,477459.0534856211,4428048.161968199,1626.6855784492564,0.0010820958313744878,-3.896055708937447e-05,0.9793720921454484,-0.2020622000210186
1722549860.678540800,477459.0496311466,4428048.160940778,1626.6840619921466,0.0012242436797940063,3.5954979008680776e-06,0.9793725204112321,-0.2020593167310914
1722549860.728536320,477459.0496307756,4428048.160940532,1626.684061231905,0.0012241955199727892,3.560577922895474e-06,0.9793725076838997,-0.20205937871230087
1722549860.778529280,477459.0496304041,4428048.160940286,1626.6840604716635,0.0012241473601474217,3.5256579506450987e-06,0.9793724949565598,-0.20205944069350895
1722549860.828522752,477459.0496300332,4428048.160940039,1626.6840597114208,0.0012240992003178972,3.490737984150273e-06,0.9793724822292124,-0.20205950267471587
1722549860.878522368,477459.0502110709,4428048.159785555,1626.6858150137555,0.0011993402019797755,-8.979098057169126e-06,0.9793708893877069,-0.20206737124629437
1722549860.928525824,477459.0502104194,4428048.15978498,1626.6858140030347,0.0011992932940665699,-9.05770751341964e-06,0.9793708571961601,-0.20206752754564808
1722549860.978530816,477459.0502094196,4428048.159784372,1626.685810906737,0.001199110912872264,-9.133607907710225e-06,0.9793708315027844,-0.20206765315393874
1722549861.028532736,477459.04950115504,4428048.159725313,1626.6847834085677,0.0011515640560542328,2.622060361377898e-05,0.9793647355591775,-0.2020974714235856
1722549861.078530304,477459.0495001546,4428048.159724704,1626.6847803122728,0.0011513817765728112,2.6144651346304724e-05,0.979364710033105,-0.20209759617133968
1722549861.128522752,477459.04949915427,4428048.159724094,1626.6847772159776,0.0011511994970731722,2.60686991224524e-05,0.9793646845069783,-0.20209772091908315
1722549861.178512384,477459.04949815373,4428048.159723485,1626.6847753401635,0.0011511048860570942,2.599473238560604e-05,0.9793646588819174,-0.20209784564641117
1722549861.228501760,477459.0499262783,4428048.15785798,1626.6859412373285,0.0011787339935641543,-7.00588178209499e-06,0.9793645945983064,-0.2020979994566619
1722549861.278490880,477459.0499252784,4428048.1578573715,1626.6859393615111,0.0011786394936727906,-7.079469599798463e-06,0.9793645682889978,-0.2020981274998116
1722549861.328477952,477459.04992427805,4428048.1578567615,1626.685937485695,0.0011785449937634187,-7.1530573942821894e-06,0.9793645419796582,-0.20209825554295527
1722549861.378466048,477459.0499230101,4428048.157855712,1626.6859344125185,0.0011783838421017974,-7.256172103246686e-06,0.9793644755147517,-0.2020985785664606
1722549861.428450816,477459.0457841888,4428048.159677092,1626.6865301895834,0.0011594102195431352,4.5863501791815996e-05,0.979380103735112,-0.2020229345205224
1722549861.478433792,477459.045782413,4428048.159676006,1626.6865264360765,0.0011592119257088432,4.576147711841926e-05,0.979380051519716,-0.20202318881464335
1722549861.528418304,477459.04578063777,4428048.15967492,1626.6865226825664,0.0011590136318247715,4.565945254161477e-05,0.9793799993042049,-0.2020234431087416
1722549861.578402816,477459.0457788625,4428048.159673834,1626.6865189290572,0.0011588153378909848,4.5557428061501594e-05,0.9793799470885792,-0.20202369740281773
1722549861.628390656,477459.05127725,4428048.161575369,1626.6859833732747,0.0011302524513445728,1.2102716459120891e-05,0.9793671246654577,-0.20208601512087412
1722549861.678378752,477459.05127547536,4428048.161574283,1626.6859809608598,0.0011301380554264928,1.2001324685613547e-05,0.9793670715078254,-0.20208627338374524
1722549861.728366592,477459.05127370043,4428048.161573198,1626.6859785484446,0.0011300236594583971,1.1899932968730606e-05,0.9793670183501021,-0.2020865316465981
1722549861.778351360,477459.05127192504,4428048.161572112,1626.685976136031,0.0011299092634402851,1.1798541308469433e-05,0.9793669651922877,-0.2020867899094325
1722549861.828337152,477459.0516213705,4428048.1597339995,1626.6859817429029,0.0011836198343833045,1.3249837964534414e-05,0.9793635713890209,-0.20210292898588028
1722549861.878327296,477459.0516193879,4428048.15973254,1626.6859780586708,0.0011834327194687065,1.3115968101824902e-05,0.9793634801694463,-0.20210337212763246
1722549861.928312832,477459.0516171071,4428048.1597310435,1626.6859739269498,0.0011832195949727725,1.2985585257848266e-05,0.9793633924589698,-0.20210379841562268
1722549861.978292736,477459.051614827,4428048.159729546,1626.685969795227,0.0011830064703705128,1.2855202587930035e-05,0.9793633047482463,-0.20210422470356348
1722549862.028271872,477459.05122246896,4428048.157707816,1626.6869833387577,0.001141908056566374,1.597588335643547e-05,0.9793719924117742,-0.20206235738047085
