# CU-Multi Reference Solution: LIO-SAM2 + RTK GPS
#
# timestamp, x, y, z, qx, qy, qz, qw
1722894200.489321216,477146.2799097364,4428491.086318441,1630.5650287087042,-0.00045286831046217576,4.542010299313197e-05,0.9996263915449631,0.02732892559365614
1722894200.539342336,477146.27990973636,4428491.086318441,1630.565028147204,-0.0004529027983330554,4.542356194705167e-05,0.9996263915291929,0.027328925593224997
1722894200.589357312,477146.279909849,4428491.086318625,1630.5650275211722,-0.0004539589712125695,4.360677231762798e-05,0.9996263923935219,0.027328879413803086
1722894200.639363328,477146.27990984893,4428491.086318625,1630.5650269596717,-0.000453993459088936,4.361023126389516e-05,0.9996263923777765,0.027328879411316356
1722894200.689358592,477146.2799096962,4428491.086318362,1630.565026774655,-0.000453999713496778,4.362533701460262e-05,0.9996263992301987,0.027328628636606
1722894200.739347200,477146.27990912047,4428491.086317995,1630.5650266757825,-0.0004539916177497306,4.364137099682382e-05,0.9996264125098586,0.027328142997864308
1722894200.789330176,477146.28184908634,4428491.08524163,1630.56639951218,-0.0005042352141069734,-4.544269978018677e-05,0.9996252728501364,0.027368915965017126
1722894200.839308544,477146.2818485106,4428491.085241265,1630.566398851604,-0.0005042617803892871,-4.542320693887248e-05,0.9996252861921491,0.02736842819843971
1722894200.889288192,477146.2818479349,4428491.0852409005,1630.566398191028,-0.0005042883466538753,-4.540371407322199e-05,0.9996252995339225,0.027367940431855177
1722894200.939267072,477146.2818473592,4428491.085240535,1630.566397530452,-0.0005043149129007335,-4.5384221183205924e-05,0.9996253128754571,0.027367452665263168
1722894200.989248512,477146.2864401436,4428491.084057995,1630.5652072366875,-0.0006073112770170131,-8.987705651249414e-05,0.9996294792599933,0.027212631065776937
1722894201.039233536,477146.2864395678,4428491.084057629,1630.565206032464,-0.0006073844637044459,-8.986433472314841e-05,0.9996294925954723,0.027212139604102806
1722894201.089218560,477146.28643899213,4428491.084057263,1630.5652048282407,-0.000607457650380277,-8.985161286633677e-05,0.9996295059307041,0.027211648142421847
1722894201.139206400,477146.2864384164,4428491.084056897,1630.5652036240172,-0.0006075308370445067,-8.983889094205909e-05,0.9996295192656888,0.02721115668073406
1722894201.189199360,477146.28619662445,4428491.086092391,1630.5650740388267,-0.0005737491491479739,-6.026447982933433e-05,0.9996260306827929,0.02733982372785493
1722894201.239196416,477146.2861961329,4428491.086091678,1630.5650733757461,-0.0005737880026091745,-6.0235915646026464e-05,0.9996260548760785,0.027338938381906153
1722894201.289195776,477146.2861954448,4428491.086090857,1630.5650725126357,-0.0005738429794002883,-6.021568655160993e-05,0.999626083765879,0.02733788092003094
